,name, market ,funding_total_usd,status,funding_rounds,seed,venture,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,HiringStatus,company_age
36,Amura, Biotechnology ,1840000.00,operating,1,0,1840000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
37,Anaplan, Enterprise Software ,144400000.00,operating,3,0,144400000,0,0,0,0,0,0,0,0,0,0,0.00,11400000.00,33000000.00,100000000.00,0,0,0,0,0,14
38,Ancestry, Internet ,333200000.00,operating,2,0,33200000,0,0,0,0,0,300000000,0,0,0,0,0.00,33200000.00,0.00,0.00,0,0,0,0,0,37
39,Andela, Software ,3000000.00,operating,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
40,AngelList, Databases ,24100000.00,operating,2,100000,24000000,0,0,0,0,0,0,0,0,0,0,0.00,24000000.00,0.00,0.00,0,0,0,0,0,10
41,Animoto, Video ,30000000.00,operating,3,0,30000000,0,0,0,0,0,0,0,0,0,0,600000.00,4400000.00,25000000.00,0.00,0,0,0,0,1,14
42,Apartment List, Online Rental ,21000000.00,operating,4,0,21000000,0,0,0,0,0,0,0,0,0,0,15000000.00,0.00,0.00,0.00,0,0,0,0,0,9
43,Apex Clean Energy, Clean Technology ,22720522.00,operating,2,0,10020547,0,0,12699975,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
44,App Annie, Analytics ,39000000.00,operating,4,0,39000000,0,0,0,0,0,0,0,0,0,0,1000000.00,6000000.00,15000000.00,17000000.00,0,0,0,0,0,10
45,AppDirect, PaaS ,55750000.00,operating,4,3250000,52500000,0,0,0,0,0,0,0,0,0,0,8500000.00,9000000.00,35000000.00,0.00,0,0,0,0,0,11
46,AppDynamics, Software ,206500000.00,operating,6,0,156500000,0,0,50000000,0,0,0,0,0,0,0,5500000.00,11000000.00,20000000.00,50000000.00,70000000,0,0,0,1,12
47,Appfolio, Real Estate ,30000000.00,operating,2,0,30000000,0,0,0,0,0,0,0,0,0,0,0.00,22000000.00,0.00,0.00,0,0,0,0,0,14
48,Appian, Collaboration ,47499994.00,operating,2,0,47499994,0,0,0,0,0,0,0,0,0,0,10000000.00,0.00,0.00,0.00,0,0,0,0,1,21
49,Applause, Testing ,81556000.00,operating,7,500000,80300000,756000,0,0,0,0,0,0,0,0,0,2300000.00,5000000.00,13000000.00,17000000.00,43000000,0,0,0,0,13
50,Applico, User Experience Design ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
51,Applitools, Software ,2500000.00,operating,1,0,2500000,0,0,0,0,0,0,0,0,0,0,2500000.00,0.00,0.00,0.00,0,0,0,0,0,
52,Apptio, SaaS ,136000000.00,operating,7,0,136000000,0,0,0,0,0,0,0,0,0,0,7000000.00,14000000.00,20000000.00,50000000.00,45000000,0,0,0,1,13
53,Apptopia, Big Data Analytics ,1767000.00,operating,8,1767000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
54,Apttus, Software ,37000000.00,operating,1,0,37000000,0,0,0,0,0,0,0,0,0,0,37000000.00,0.00,0.00,0.00,0,0,0,0,0,14
55,Arctic Wolf Networks, Web Hosting ,7250000.00,operating,1,0,7250000,0,0,0,0,0,0,0,0,0,0,7250000.00,0.00,0.00,0.00,0,0,0,0,1,8
56,Argus Cyber Security, Cyber Security ,4000000.00,operating,1,0,4000000,0,0,0,0,0,0,0,0,0,0,4000000.00,0.00,0.00,0.00,0,0,0,0,1,7
57,Arizona State University, Universities ,1000000.00,operating,1,0,0,0,0,0,0,1000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
58,Artsy, Design ,25940053.00,operating,5,50000,24480053,0,1250000,160000,0,0,0,0,0,0,0,6000000.00,18480053.00,0.00,0.00,0,0,0,0,0,11
59,Asana, Collaboration ,38200000.00,operating,4,0,37000000,0,0,0,1200000,0,0,0,0,0,0,9000000.00,28000000.00,0.00,0.00,0,0,0,0,1,11
60,Assembla, Tracking ,375000.00,operating,1,0,0,0,0,0,375000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,15
61,Athos, Fitness ,3500000.00,operating,2,3500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
62,Atlassian, Enterprise Software ,210000000.00,operating,2,0,0,0,0,0,0,0,0,0,0,210000000,0,0.00,0.00,0.00,0.00,0,0,0,0,1,18
63,Attune, Enterprise Software ,2000000.00,operating,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
64,Auction.com, Real Estate ,141750000.00,operating,3,50000,0,0,0,0,0,0,141700000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,13
65,AudienceView, Entertainment ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,18
66,Auth0, Security ,2400000.00,operating,1,2400000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
67,Autogrid, Analytics ,21750000.00,operating,2,0,21750000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,12750000.00,0.00,0,0,0,0,0,9
68,Automattic, Web CMS ,317300000.00,operating,5,0,190600000,0,0,0,0,0,0,0,0,126700000,0,1100000.00,29500000.00,160000000.00,0.00,0,0,0,0,1,15
69,Avalara, Accounting ,181625355.00,operating,6,0,24900000,0,0,0,0,0,156725355,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,16
70,Avvo, Marketplaces ,60500000.00,operating,4,0,60500000,0,0,0,0,0,0,0,0,0,0,3000000.00,10000000.00,10000000.00,37500000.00,0,0,0,0,0,13
71,Axtria, Sales and Marketing ,7300000.00,operating,2,0,7300000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
72,Backblaze, Software ,5300001.00,operating,2,0,5300001,0,0,0,0,0,0,0,0,0,0,5000000.00,0.00,0.00,0.00,0,0,0,0,1,13
73,Badoo, Online Dating ,30564744.00,operating,1,0,30564744,0,0,0,0,0,0,0,0,0,0,30564744.00,0.00,0.00,0.00,0,0,0,0,1,14
74,Barracuda Networks, Communications Hardware ,45610000.00,operating,3,0,45610000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,17
75,Benchling, Biotechnology ,900000.00,operating,2,900000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
76,BetterCloud, Cloud Security ,21850000.00,operating,4,2200000,19650000,0,0,0,0,0,0,0,0,0,0,5050000.00,6000000.00,8600000.00,0.00,0,0,0,0,0,9
77,Betterment, Finance ,45000000.00,operating,4,0,45000000,0,0,0,0,0,0,0,0,0,0,3000000.00,10000000.00,32000000.00,0.00,0,0,0,0,0,12
78,Big Health, Medical ,3300000.00,operating,1,0,3300000,0,0,0,0,0,0,0,0,0,0,3300000.00,0.00,0.00,0.00,0,0,0,0,1,
79,BigPanda, Developer Tools ,7000000.00,operating,1,0,7000000,0,0,0,0,0,0,0,0,0,0,7000000.00,0.00,0.00,0.00,0,0,0,0,1,8
80,Bill.com, SaaS ,72600000.00,operating,5,0,72600000,0,0,0,0,0,0,0,0,0,0,2100000.00,8500000.00,8500000.00,15500000.00,38000000,0,0,0,0,14
81,Billtrust, Software ,29000000.00,operating,2,0,29000000,0,0,0,0,0,0,0,0,0,0,0.00,25000000.00,0.00,0.00,0,0,0,0,1,19
82,BitSight Technologies, Security ,25035000.00,operating,2,1035000,24000000,0,0,0,0,0,0,0,0,0,0,24000000.00,0.00,0.00,0.00,0,0,0,0,1,9
83,Bizzabo, Social Media ,4000000.00,operating,2,1500000,2500000,0,0,0,0,0,0,0,0,0,0,2500000.00,0.00,0.00,0.00,0,0,0,0,0,9
84,Blackboard, Software ,14999515.00,operating,1,0,0,0,0,0,0,0,14999515,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,23
85,Blacklane, Startups ,14000000.00,operating,3,0,14000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
86,Blend, Mobile Advertising ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
87,Blockstream, Payments ,21000000.00,operating,1,21000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
88,Blue Nile, Retail ,49000000.00,operating,2,0,49000000,0,0,0,0,0,0,0,0,0,0,0.00,42000000.00,7000000.00,0.00,0,0,0,0,0,21
89,BlueConic, Marketing Automation ,8000000.00,operating,4,1400000,6600000,0,0,0,0,0,0,0,0,0,0,6600000.00,0.00,0.00,0.00,0,0,0,0,1,10
90,BlueVine, Finance ,5500000.00,operating,2,0,5500000,0,0,0,0,0,0,0,0,0,0,4000000.00,0.00,0.00,0.00,0,0,0,0,1,7
91,BMC Software, Software ,750000000.00,operating,1,0,0,0,0,750000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,40
92,BNY Mellon, Trading ,650000.00,operating,1,0,0,0,0,0,0,650000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
93,BoardBookit, Enterprise Software ,525000.00,operating,4,0,475000,0,0,50000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
94,Bolt, Software ,16000.00,operating,1,16000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
95,Bonusly, Enterprise Software ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
96,BookBub, E-Books ,3800000.00,operating,1,0,3800000,0,0,0,0,0,0,0,0,0,0,3800000.00,0.00,0.00,0.00,0,0,0,0,0,8
97,Boostability, Internet Marketing ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
98,Boston University, Education ,7000000.00,operating,2,0,0,0,0,0,0,7000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
99,Box, File Sharing ,564059999.00,operating,12,0,563709999,0,0,0,350000,0,0,0,0,0,0,1500000.00,6000000.00,15000000.00,129000000.00,150000000,100000000,0,0,0,15
100,Branding Brand, Web Development ,17000000.00,operating,2,0,17000000,0,0,0,0,0,0,0,0,0,0,7500000.00,9500000.00,0.00,0.00,0,0,0,0,1,12
101,Brandwatch, Social Media ,31732745.00,operating,5,0,29500000,0,0,0,2232745,0,0,0,0,0,0,1500000.00,22000000.00,0.00,0.00,0,0,0,0,0,15
102,BuildZoom, Construction ,3563000.00,operating,3,3563000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
103,Built In, Communities ,730000.00,operating,1,0,0,730000,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
104,Bulb, Education ,1000000.00,operating,2,0,1000000,0,0,0,0,0,0,0,0,0,0,1000000.00,0.00,0.00,0.00,0,0,0,0,1,9
105,Bullhorn, PaaS ,27500000.00,operating,2,0,27500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1500000.00,26000000.00,0,0,0,0,1,21
106,Business Insider, News ,30600000.00,operating,6,900000,29700000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,2700000.00,3000000.00,0,0,0,0,0,13
107,Busuu, Language Learning ,4700000.00,operating,3,0,4700000,0,0,0,0,0,0,0,0,0,0,4700000.00,0.00,0.00,0.00,0,0,0,0,1,12
108,Button, Mobile ,2250000.00,operating,1,2250000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
109,BuzzFeed, Entertainment ,96300000.00,operating,5,0,96300000,0,0,0,0,0,0,0,0,0,0,3500000.00,8000000.00,15500000.00,19300000.00,50000000,0,0,0,0,12
110,Cabify, Taxis ,15000000.00,operating,3,3000000,12000000,0,0,0,0,0,0,0,0,0,0,8000000.00,4000000.00,0.00,0.00,0,0,0,0,0,9
111,CalAmp, Mobile ,9250000.00,operating,2,0,0,0,0,9250000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,39
112,Calendly, Software ,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
113,CallMiner, Enterprise Software ,42110889.00,operating,7,0,33610889,0,0,8500000,0,0,0,0,0,0,0,0.00,10000000.00,7000000.00,0.00,0,0,0,0,0,18
114,Cameo, Photography ,,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
115,Canva, Design ,6955000.00,operating,4,3000000,3600000,0,0,355000,0,0,0,0,0,0,0,3600000.00,0.00,0.00,0.00,0,0,0,0,1,8
116,Capillary Technologies, Retail ,34100000.00,operating,4,100000,34000000,0,0,0,0,0,0,0,0,0,0,15500000.00,14000000.00,0.00,0.00,0,0,0,0,0,12
117,Captify, Advertising ,1818301.00,operating,1,1818301,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
118,Carbonite, Technology ,67192715.00,operating,6,0,67192715,0,0,0,0,0,0,0,0,0,0,6000000.00,20000000.00,21193815.00,19998900.00,0,0,0,0,0,14
119,Cardinal Health, Hospitals ,1500000000.00,operating,1,0,0,0,0,1500000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
120,Cardlytics, Advertising ,143000000.00,operating,3,0,143000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,12
121,Care.com, Customer Service ,110800000.00,operating,6,0,110800000,0,0,0,0,0,0,0,0,0,0,5800000.00,10000000.00,20000000.00,25000000.00,50000000,0,0,0,0,14
122,CareCloud, Electronic Health Records ,81900000.00,operating,6,0,49100000,0,0,25500000,7300000,0,0,0,0,0,0,20100000.00,29000000.00,0.00,0.00,0,0,0,0,0,11
123,Careem, Public Transportation ,1700000.00,operating,1,1700000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
124,Case Western Reserve University, Education ,540000.00,operating,1,0,0,0,0,0,0,540000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
125,Casper, E-Commerce ,14950000.00,operating,2,1850000,13100000,0,0,0,0,0,0,0,0,0,0,13100000.00,0.00,0.00,0.00,0,0,0,0,1,7
126,Catawiki, Internet ,12825226.00,operating,1,0,12825226,0,0,0,0,0,0,0,0,0,0,0.00,12825226.00,0.00,0.00,0,0,0,0,1,12
127,Centro, Media ,22500000.00,operating,1,0,22500000,0,0,0,0,0,0,0,0,0,0,22500000.00,0.00,0.00,0.00,0,0,0,0,0,19
128,Ceros, Software ,6200000.00,operating,1,0,6200000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
129,Change Healthcare, Hospitals ,48000000.00,acquired,6,0,48000000,0,0,0,0,0,0,0,0,0,0,1000000.00,0.00,9300000.00,15000000.00,0,0,0,0,1,13
130,Change.org, Curated Web ,17000000.00,operating,2,0,17000000,0,0,0,0,0,0,0,0,0,0,2000000.00,15000000.00,0.00,0.00,0,0,0,0,1,13
131,Chargeback, Finance ,3325510.00,operating,4,648887,2676623,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,13
132,Chartbeat, Real Time ,17575000.00,operating,5,3000000,13600000,0,0,975000,0,0,0,0,0,0,0,0.00,9500000.00,0.00,0.00,0,0,0,0,1,11
133,Chartboost, Games ,21000000.00,operating,2,0,21000000,0,0,0,0,0,0,0,0,0,0,2000000.00,19000000.00,0.00,0.00,0,0,0,0,1,9
134,Charter Communications,,5162513431.00,operating,2,0,0,0,0,0,0,0,0,1662513431,3500000000,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,27
135,Checkr, Legal ,9120000.00,operating,2,120000,9000000,0,0,0,0,0,0,0,0,0,0,9000000.00,0.00,0.00,0.00,0,0,0,0,0,6
136,Chegg, Consumers ,252303692.00,operating,10,0,197303692,0,0,55000000,0,0,0,0,0,0,0,2200000.00,4700000.00,25000000.00,57000002.00,75000000,25000000,0,0,1,13
137,Choozle, Software ,1627500.00,operating,2,1100000,0,0,0,0,527500,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
138,CircleCI, PaaS ,7500000.00,operating,3,1500000,6000000,0,0,0,0,0,0,0,0,0,0,6000000.00,0.00,0.00,0.00,0,0,0,0,1,9
139,Cisco, Software ,2500000.00,operating,1,0,2500000,0,0,0,0,0,0,0,0,0,0,2500000.00,0.00,0.00,0.00,0,0,0,0,0,36
140,Civis Analytics, Big Data Analytics ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
141,Clari, Sales Automation ,26000000.00,operating,2,0,26000000,0,0,0,0,0,0,0,0,0,0,6000000.00,20000000.00,0.00,0.00,0,0,0,0,0,8
142,Claro, Manufacturing ,2183127.00,operating,1,0,2183127,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,10
143,ClassPass, Health and Wellness ,14000000.00,operating,3,2000000,12000000,0,0,0,0,0,0,0,0,0,0,12000000.00,0.00,0.00,0.00,0,0,0,0,0,7
144,CLEAR, Travel ,116400000.00,operating,3,0,116400000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,56000000.00,44400000.00,0,0,0,0,1,17
145,Clever, Big Data ,13320000.00,operating,3,3020000,10300000,0,0,0,0,0,0,0,0,0,0,10300000.00,0.00,0.00,0.00,0,0,0,0,1,8
146,Clio, Legal ,26000000.00,operating,2,0,26000000,0,0,0,0,0,0,0,0,0,0,0.00,6000000.00,20000000.00,0.00,0,0,0,0,1,12
147,Cloudera, Analytics ,1201000000.00,operating,8,0,1201000000,0,0,0,0,0,0,0,0,0,0,5000000.00,6000000.00,25000000.00,40000000.00,65000000,1060000000,0,0,1,12
148,Clutter, Mobile ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
149,Coalfire, Security ,9350003.00,operating,3,0,9350003,0,0,0,0,0,0,0,0,0,0,5000000.00,3600000.00,0.00,0.00,0,0,0,0,1,19
150,Code Climate, Developer Tools ,2000000.00,operating,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
151,Code for America, Open Source ,1500000.00,operating,1,0,0,0,0,0,0,1500000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
152,Code42, Storage ,52500000.00,operating,1,0,52500000,0,0,0,0,0,0,0,0,0,0,52500000.00,0.00,0.00,0.00,0,0,0,0,0,19
153,Codecademy, Education ,12500000.00,operating,3,0,12500000,0,0,0,0,0,0,0,0,0,0,0.00,10000000.00,0.00,0.00,0,0,0,0,1,9
154,Coffee Meets Bagel, Curated Web ,3400000.00,operating,2,600000,2800000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
155,Cogito, Analytics ,11700000.00,closed,1,0,11700000,0,0,0,0,0,0,0,0,0,0,0.00,11700000.00,0.00,0.00,0,0,0,0,0,26
156,Cohesity, Storage ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
157,Coinbase, Personal Finance ,31709590.00,operating,3,600000,31109590,0,0,0,0,0,0,0,0,0,0,6109590.00,25000000.00,0.00,0.00,0,0,0,0,1,8
158,Collabera, Consulting ,30000000.00,operating,1,0,30000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,29
159,Collective Health, Software ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
160,Collibra, SaaS ,1251285.00,operating,1,1251285,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,12
161,Comcast, Web Hosting ,725000000.00,operating,1,0,0,0,0,725000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,57
162,Compass,,3000000.00,acquired,1,0,0,3000000,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,40
163,Compass, Marketplaces ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
164,Compass, Computers ,3000000.00,operating,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
165,Conductor, Digital Media ,33648126.00,operating,4,0,32600000,0,0,1048126,0,0,0,0,0,0,0,2600000.00,10000000.00,20000000.00,0.00,0,0,0,0,1,10
166,Confluent, Technology ,6900000.00,operating,1,6900000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
167,Connatix, Advertising ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
168,Construct, E-Commerce ,36000.00,operating,1,36000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
169,ContactMonkey, Software ,800000.00,operating,1,800000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
170,Contentful, Apps ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
171,Contently, Finance ,12325014.00,operating,4,0,11990014,0,0,335000,0,0,0,0,0,0,0,2000000.00,9000000.00,0.00,0.00,0,0,0,0,1,10
172,Continuum, Design ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
173,Convene, Meeting Software ,10000000.00,operating,1,0,0,0,0,0,0,0,10000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
174,Convercent, Enterprise Software ,20200000.00,operating,2,0,20200000,0,0,0,0,0,0,0,0,0,0,10200000.00,10000000.00,0.00,0.00,0,0,0,0,0,7
175,Conviva, Analytics ,69000000.00,operating,5,0,59000000,0,0,10000000,0,0,0,0,0,0,0,9000000.00,20000000.00,15000000.00,15000000.00,0,0,0,0,0,14
176,Corcept Therapeutics, Pharmaceuticals ,26189479.00,operating,3,0,26189479,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
177,Corsair, Hardware + Software ,75000000.00,operating,1,0,0,0,0,0,0,0,75000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,26
178,Coty, Health and Wellness ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
179,Couchbase, Analytics ,116000000.00,operating,6,0,116000000,0,0,0,0,0,0,0,0,0,0,6000000.00,10000000.00,14000000.00,25000000.00,60000000,0,0,0,1,11
180,Coupang, E-Commerce ,100000000.00,operating,1,0,100000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,10
181,Coursera, Education ,85000000.00,operating,4,0,85000000,0,0,0,0,0,0,0,0,0,0,6000000.00,63000000.00,0.00,0.00,0,0,0,0,1,8
182,Coveo, Search ,34700000.00,operating,4,0,34700000,0,0,0,0,0,0,0,0,0,0,8500000.00,8200000.00,0.00,0.00,0,0,0,0,1,15
183,Cover, E-Commerce ,7000000.00,operating,2,1500000,5500000,0,0,0,0,0,0,0,0,0,0,5500000.00,0.00,0.00,0.00,0,0,0,0,1,
184,Credible, Finance ,1500000.00,operating,2,1500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
185,Credit Karma, Credit ,193000000.00,operating,5,0,192500000,0,0,0,500000,0,0,0,0,0,0,2500000.00,30000000.00,85000000.00,75000000.00,0,0,0,0,0,13
186,CredSimple,,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
187,Crew, Mobile ,4700000.00,operating,3,2600000,2100000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
188,Criteo, Advertising ,63360000.00,operating,4,0,63360000,0,0,0,0,0,0,0,0,0,0,6600000.00,10400000.00,6360000.00,40000000.00,0,0,0,0,0,15
189,Crocs, Shoes ,200000000.00,operating,1,0,0,0,0,0,0,0,200000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,18
190,CrowdStreet, Internet ,1475000.00,operating,2,800000,0,0,0,675000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
191,Crunchyroll, Music ,4800000.00,acquired,2,0,4800000,0,0,0,0,0,0,0,0,0,0,4050000.00,0.00,0.00,0.00,0,0,0,0,1,12
192,CS Disco, Software ,12000000.00,operating,2,0,12000000,0,0,0,0,0,0,0,0,0,0,0.00,10000000.00,0.00,0.00,0,0,0,0,0,8
193,Customer.io, Product Search ,400000.00,operating,3,150000,0,0,250000,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
194,CustomInk, Fashion ,40600000.00,operating,2,600000,40000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
195,Cvent, Event Management ,136911999.00,operating,3,0,0,0,0,0,0,0,136911999,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,21
196,CyberArk, Security ,43000000.00,operating,2,0,0,0,0,3000000,0,0,40000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,21
197,Dana-Farber Cancer Institute, Health and Wellness ,10000000.00,operating,1,0,0,0,0,0,0,10000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
198,Dash Hudson, Marketplaces ,400000.00,operating,1,400000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
199,Dashlane, Privacy ,30000000.00,operating,3,0,30000000,0,0,0,0,0,0,0,0,0,0,8000000.00,22000000.00,0.00,0.00,0,0,0,0,1,11
200,DataArt, Software ,4000000.00,operating,1,0,4000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,23
201,Databricks, Analytics ,47000000.00,operating,2,0,47000000,0,0,0,0,0,0,0,0,0,0,0.00,33000000.00,0.00,0.00,0,0,0,0,0,7
202,Datadog, Software ,22400000.00,operating,4,1200000,21200000,0,0,0,0,0,0,0,0,0,0,6200000.00,15000000.00,0.00,0.00,0,0,0,0,0,10
203,Dataminr, Analytics ,49566000.00,operating,4,0,49566000,0,0,0,0,0,0,0,0,0,0,1086000.00,16500000.00,30000000.00,0.00,0,0,0,0,1,11
204,DataRobot, Enterprise Software ,24418000.00,operating,3,3418000,21000000,0,0,0,0,0,0,0,0,0,0,21000000.00,0.00,0.00,0.00,0,0,0,0,0,8
205,DealerSocket, Automotive ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,19
206,Definition 6, Public Relations ,15000000.00,operating,1,0,15000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,23
207,Degreed, Education ,2700000.00,operating,2,1800000,0,0,0,900000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
